"property_id","date_added","unit_mix_id","type","area","quantity","avg_market_rent","avg_effective_rent"
"730","2020-09-23",3,"1B/1B/0",732,55,793,793
"730","2020-09-23",4,"2B/1B/0",864,71,880,880
"730","2020-09-23",5,"2B/2B/0",1100,72,1016,1016
"730","2020-09-23",6,"3B/2B/0",1211,15,1300,1300
"730","2020-09-23",7,"3B/2B/0",1495,16,1400,1400
"732","2020-09-23",1,"1B/1B/0",707,24,1020,978
"732","2020-09-23",2,"1B/1B/0",769,96,950,908
"732","2020-09-23",3,"1B/1B/0",799,68,970,928
"732","2020-09-23",4,"2B/1B/0",955,24,1260,1218
"732","2020-09-23",5,"2B/2B/0",1010,36,1225,1183
"732","2020-09-23",6,"2B/2B/0",1065,36,1350,1308
"733","2020-09-23",1,"1B/1B/0",600,64,758,758
"733","2020-09-23",2,"1B/1B/0",700,112,830,830
"733","2020-09-23",3,"2B/2B/0",940,40,900,900
"734","2020-09-23",1,"1B/1B/0",600,51,858,858
"734","2020-09-23",2,"1B/1B/0",615,52,883,883
"734","2020-09-23",3,"1B/1B/0 D",726,52,922,922
"734","2020-09-23",4,"2B/2B/0",810,63,1064,1064
"734","2020-09-23",5,"2B/2B/0 L",885,63,1062,1062
"734","2020-09-23",6,"2B/2B/0",903,63,1114,1114
"735","2020-09-23",1,"1B/1B/0",600,62,875,875
"735","2020-09-23",2,"1B/1B/0",615,26,892,892
"735","2020-09-23",3,"1B/1B/0 D",726,16,938,938
"735","2020-09-23",4,"2B/2B/0",810,72,1034,1034
"735","2020-09-23",5,"2B/2B/0",903,32,1070,1070
"73564","2020-09-20",1,"1B/1B/0",676,20,650,650
"73564","2020-09-20",2,"2B/2B/0",976,40,750,750
"73564","2020-09-23",1,"1B/1B/0",676,20,650,650
"73564","2020-09-23",2,"2B/2B/0",976,40,750,750
"736","2020-09-23",1,"1B/1B/0",505,93,714,672
"736","2020-09-23",2,"1B/1B/0",689,92,730,688
"736","2020-09-23",3,"1B/1B/0",733,92,765,723
"736","2020-09-23",4,"1B/1B/0",742,92,777,735
"736","2020-09-23",5,"2B/1B/0",899,88,1006,964
"736","2020-09-23",6,"2B/2B/0",1000,87,1120,1078
"736","2020-09-23",7,"2B/2B/1 T",1236,87,1119,1119
"736","2020-09-23",8,"3B/2B/0",1152,40,1257,1215
"737","2020-09-23",1,"1B/1B/0",523,20,1090,1090
"737","2020-09-23",2,"1B/1B/0",652,60,1160,1160
"737","2020-09-23",3,"1B/1B/0",745,30,1205,1205
"737","2020-09-23",4,"1B/1B/0",748,30,1255,1255
"737","2020-09-23",5,"2B/2B/0",892,46,1380,1380
"737","2020-09-23",6,"2B/2B/0",958,46,1595,1595
"737","2020-09-23",7,"2B/2B/0",1079,46,1655,1655
"738","2020-09-23",1,"1B/1B/0",722,64,1359,1359
"738","2020-09-23",2,"1B/1B/0",794,64,1447,1447
"738","2020-09-23",3,"2B/2B/0",1055,64,1471,1471
"738","2020-09-23",4,"2B/2B/0",1086,64,1527,1527
"738","2020-09-23",5,"2B/2B/0",1236,60,1926,1926
"738","2020-09-23",6,"2B/2B/0",1244,60,1864,1864
"738","2020-09-23",7,"3B/2B/0",1380,26,1989,1989
"738","2020-09-23",8,"3B/2B/0",1462,26,1989,1989
"739","2020-09-23",1,"1B/1B/0",465,48,879,831
"739","2020-09-23",2,"1B/1B/0",569,48,949,895
"739","2020-09-23",3,"1B/1B/0",679,36,999,941
"739","2020-09-23",4,"2B/1B/0",839,36,1149,1078
"739","2020-09-23",5,"2B/2B/0",931,96,1179,1106
"740","2020-09-23",1,"1B/1B/0",622,80,715,715
"740","2020-09-23",2,"1B/1B/0",654,60,745,745
"740","2020-09-23",3,"1B/1B/0",671,48,775,775
"740","2020-09-23",4,"1B/1B/0",691,24,795,795
"740","2020-09-23",5,"1B/1B/0",700,32,810,810
"740","2020-09-23",6,"2B/1B/1",830,32,930,930
"740","2020-09-23",7,"2B/1B/1",855,24,940,940
"740","2020-09-23",8,"2B/1B/1",880,12,980,980
"740","2020-09-23",9,"2B/2B/0",892,40,995,995
"740","2020-09-23",10,"2B/2B/0",924,20,1000,1000
"740","2020-09-23",11,"2B/2B/0",925,32,1010,1010
"741","2020-09-23",1,"1B/1B/0",580,32,640,613
"741","2020-09-23",2,"1B/1B/0",632,64,680,652
"741","2020-09-23",3,"1B/1B/0",660,36,695,666
"741","2020-09-23",4,"1B/1B/0",668,36,700,671
"741","2020-09-23",5,"1B/1B/0",709,16,710,680
"741","2020-09-23",6,"2B/2B/0",825,48,825,791
"741","2020-09-23",7,"2B/2B/0",874,60,850,815
"741","2020-09-23",8,"2B/2B/0",909,56,900,863
"741","2020-09-23",9,"2B/2B/0",935,28,925,886
"741","2020-09-23",10,"3B/2B/0",1133,24,1118,1071
"742","2020-09-23",1,"1B/1B/0",489,34,848,848
"742","2020-09-23",2,"1B/1B/0",523,34,899,899
"742","2020-09-23",3,"1B/1B/0",582,34,900,900
"742","2020-09-23",4,"1B/1B/0",608,33,965,965
"742","2020-09-23",5,"1B/1B/0",653,33,925,925
"742","2020-09-23",6,"1B/1B/0",672,33,863,863
"742","2020-09-23",7,"1B/1B/0",752,33,986,986
"742","2020-09-23",8,"1B/1B/0",753,33,979,979
"742","2020-09-23",9,"2B/1B/0",846,32,1182,1182
"742","2020-09-23",10,"2B/1B/0",850,32,1202,1202
"742","2020-09-23",11,"2B/2B/0",930,33,1105,1105
"742","2020-09-23",12,"2B/2B/0",985,33,1216,1216
"742","2020-09-23",13,"2B/2B/0",1158,33,1376,1376
"743","2020-09-23",1,"1B/1B/0",622,56,785,785
"743","2020-09-23",2,"1B/1B/0",654,48,870,870
"743","2020-09-23",3,"1B/1B/0",671,24,825,825
"743","2020-09-23",4,"1B/1B/0",693,8,820,820
"743","2020-09-23",5,"1B/1B/0",700,32,915,915
"743","2020-09-23",6,"2B/1B/1",830,40,1070,1070
"743","2020-09-23",7,"2B/2B/0",892,24,1185,1185
"743","2020-09-23",8,"2B/2B/0",924,8,1105,1105
"743","2020-09-23",9,"2B/2B/0",925,20,1185,1185
"744","2020-09-23",1,"1B/1B/0",688,80,785,785
"744","2020-09-23",2,"2B/1B/0",901,80,923,923
"744","2020-09-23",3,"2B/1B/1 T",1152,30,1074,1074
"744","2020-09-23",4,"2B/1B/1 T",1214,35,1155,1155
"744","2020-09-23",5,"2B/2B/0",1018,85,1050,1050
"744","2020-09-23",6,"3B/2B/0 T",1530,12,1335,1335
"744","2020-09-23",7,"3B/2B/0 T",2200,40,1335,1335
"744","2020-09-23",8,"3B/2B/0 T",2230,10,1508,1508
"745","2020-09-23",1,"1B/1B/0",681,24,1199,1199
"745","2020-09-23",2,"1B/1B/0",691,24,1096,1096
"745","2020-09-23",3,"1B/1B/0",732,24,1198,1198
"745","2020-09-23",4,"1B/1B/0",732,24,1254,1254
"745","2020-09-23",5,"1B/1B/0",791,24,1277,1277
"745","2020-09-23",6,"1B/1B/0",791,24,1179,1179
"745","2020-09-23",7,"2B/2B/0",985,32,1544,1544
"745","2020-09-23",8,"2B/2B/0",989,32,1559,1559
"745","2020-09-23",9,"2B/2B/0",1070,32,1607,1607
"746","2020-09-23",1,"1B/1B/0",691,16,1106,1106
"746","2020-09-23",2,"1B/1B/0",727,52,1119,1119
"746","2020-09-23",3,"1B/1B/0",732,6,1119,1119
"746","2020-09-23",4,"1B/1B/0",732,20,1084,1084
"746","2020-09-23",5,"1B/1B/0",736,26,1109,1109
"746","2020-09-23",6,"1B/1B/0",744,16,1129,1129
"746","2020-09-23",7,"1B/1B/0",791,26,1279,1279
"746","2020-09-23",8,"2B/2B/0",985,26,1382,1382
"746","2020-09-23",9,"2B/2B/0",989,26,1419,1419
"746","2020-09-23",10,"2B/2B/0",1070,52,1416,1416
"746","2020-09-23",11,"3B/2B/0",1372,10,1834,1834
"747","2020-09-23",1,"1B/1B/0",722,52,999,999
"747","2020-09-23",2,"1B/1B/0",799,84,1029,1029
"747","2020-09-23",3,"2B/1B/0",929,36,1161,1161
"747","2020-09-23",4,"2B/2B/0",1074,32,1395,1395
"75","2020-09-12",1,"0B/1B/0",370,1,697,697
"75","2020-09-12",2,"1B/1B/0",520,190,709,709
"75","2020-09-12",3,"1B/1B/0",735,190,831,831
"75","2020-09-12",4,"1B/1B/0",800,190,854,854
"75","2020-09-12",5,"2B/1B/0",940,115,932,932
"75","2020-09-12",6,"2B/1B/1",940,116,974,974
"75","2020-09-12",7,"2B/2B/0",1042,116,1060,1060
"75","2020-09-12",8,"2B/2B/0",1200,116,1250,1250
"75","2020-09-12",9,"3B/2B/0",1308,43,1389,1389
"75","2020-09-23",1,"0B/1B/0",370,1,697,697
"75","2020-09-23",2,"1B/1B/0",520,190,709,709
"75","2020-09-23",3,"1B/1B/0",735,190,831,831
"75","2020-09-23",4,"1B/1B/0",800,190,854,854
"75","2020-09-23",5,"2B/1B/0",940,115,932,932
"75","2020-09-23",6,"2B/1B/1",940,116,974,974
"75","2020-09-23",7,"2B/2B/0",1042,116,1060,1060
"75","2020-09-23",8,"2B/2B/0",1200,116,1250,1250
"75","2020-09-23",9,"3B/2B/0",1308,43,1389,1389
"750","2020-09-23",1,"0B/1B/0",451,30,791,791
"750","2020-09-23",2,"1B/1B/0",635,144,877,877
"750","2020-09-23",3,"2B/1B/0",840,48,1057,1057
"750","2020-09-23",4,"2B/2B/0",870,32,1098,1098
"751","2020-09-23",1,"1B/1B/0",662,59,700,700
"751","2020-09-23",2,"1B/1B/0",671,58,734,734
"751","2020-09-23",3,"2B/1B/0",837,52,779,779
"751","2020-09-23",4,"2B/1B/1",857,52,789,789
"751","2020-09-23",5,"2B/2B/0",857,60,789,789
"751","2020-09-23",6,"2B/2B/0",917,10,859,859
"751","2020-09-23",7,"3B/2B/0",965,7,1059,1059
"752","2020-09-23",1,"0B/1B/0",461,47,540,540
"752","2020-09-23",2,"1B/1B/0",647,172,745,745
"752","2020-09-23",3,"2B/1B/0",830,38,860,860
"752","2020-09-23",4,"2B/2B/0",870,47,835,835
"753","2020-09-23",1,"1B/1B/0",651,84,1048,1048
"753","2020-09-23",2,"1B/1B/0",757,60,1160,1160
"753","2020-09-23",3,"2B/1B/0",876,16,1216,1216
"753","2020-09-23",4,"2B/2B/0",1037,112,1319,1319
"753","2020-09-23",5,"3B/2B/0",1226,16,1543,1543
"754","2020-09-23",1,"0B/1B/0",838,4,850,850
"754","2020-09-23",2,"1B/1B/0",606,110,775,725
"754","2020-09-23",3,"1B/1B/0",721,28,850,800
"754","2020-09-23",4,"1B/1B/0",721,12,850,800
"754","2020-09-23",5,"1B/1B/0",741,30,850,800
"754","2020-09-23",6,"1B/1B/0",741,15,875,825
"754","2020-09-23",7,"1B/1B/0",741,30,865,865
"754","2020-09-23",8,"1B/1B/0",741,11,865,865
"754","2020-09-23",9,"1B/1B/0",832,16,735,735
"754","2020-09-23",10,"1B/1B/0",832,14,860,860
"754","2020-09-23",11,"1B/1B/0",838,4,885,885
"754","2020-09-23",12,"1B/1B/0",858,8,970,920
"754","2020-09-23",13,"1B/1B/0",858,4,751,751
"754","2020-09-23",14,"1B/1B/0",858,4,782,782
"754","2020-09-23",15,"1B/1B/0",858,8,837,837
"754","2020-09-23",16,"2B/2B/0",921,4,1021,1021
"754","2020-09-23",17,"2B/2B/0",921,8,823,823
"754","2020-09-23",18,"2B/2B/0",921,8,902,902
"754","2020-09-23",19,"2B/2B/0",921,4,1031,1031
"754","2020-09-23",20,"2B/2B/0",991,4,1005,1005
"754","2020-09-23",21,"2B/2B/0",991,8,902,902
"754","2020-09-23",22,"2B/2B/0",1042,32,1125,1075
"756","2020-09-23",1,"1B/1B/0",703,78,1068,1068
"756","2020-09-23",2,"1B/1B/0",794,120,1110,1110
"756","2020-09-23",3,"1B/1B/0 D",909,48,1323,1323
"756","2020-09-23",4,"2B/2B/0",1060,40,1280,1280
"756","2020-09-23",5,"2B/2B/0",1101,112,1309,1309
"759","2020-09-23",1,"1B/1B/0",517,60,865,865
"759","2020-09-23",2,"1B/1B/0",708,56,982,982
"759","2020-09-23",3,"2B/2B/0",899,32,1246,1246
"759","2020-09-23",4,"2B/2B/0",968,40,1253,1253
"76","2020-09-12",1,"1B/1B/0 D",1100,30,1039,1039
"76","2020-09-12",2,"2B/2B/0",960,224,857,857
"76","2020-09-12",3,"2B/2B/0",1051,16,850,850
"76","2020-09-12",4,"2B/2B/0",1176,48,825,825
"76","2020-09-12",5,"2B/2B/0",1300,48,1036,950
"76","2020-09-12",6,"2B/2B/0",1300,18,1099,1099
"76","2020-09-12",7,"2B/2B/0",1300,48,982,982
"76","2020-09-12",8,"2B/2B/0",1300,48,1074,1074
"76","2020-09-23",1,"1B/1B/0 D",1100,30,1039,1039
"76","2020-09-23",2,"2B/2B/0",960,224,857,857
"76","2020-09-23",3,"2B/2B/0",1051,16,850,850
"76","2020-09-23",4,"2B/2B/0",1176,48,825,825
"76","2020-09-23",5,"2B/2B/0",1300,48,1036,950
"76","2020-09-23",6,"2B/2B/0",1300,18,1099,1099
"76","2020-09-23",7,"2B/2B/0",1300,48,982,982
"76","2020-09-23",8,"2B/2B/0",1300,48,1074,1074
"760","2020-09-23",1,"1B/1B/0",689,56,769,769
"760","2020-09-23",2,"1B/1B/0",700,84,794,794
"760","2020-09-23",3,"1B/1B/0",732,28,767,767
"760","2020-09-23",4,"1B/1B/0",732,28,568,568
"760","2020-09-23",5,"2B/1B/0",864,44,914,914
"760","2020-09-23",6,"2B/1B/0",864,44,972,972
"760","2020-09-23",7,"2B/2B/0",1100,36,1053,1053
"760","2020-09-23",8,"2B/2B/0",1100,36,1078,1078
"760","2020-09-23",9,"3B/2B/0",1211,16,1506,1506
"760","2020-09-23",10,"3B/2B/0",1495,8,1666,1666
"761","2020-09-23",1,"1B/1B/0",531,96,897,897
"761","2020-09-23",2,"1B/1B/0",670,96,990,990
"761","2020-09-23",3,"1B/1B/0",721,60,939,939
"761","2020-09-23",4,"2B/1B/0",838,36,1217,1217
"761","2020-09-23",5,"2B/2B/0",997,36,1202,1202
"761","2020-09-23",6,"2B/2B/0",1080,84,1243,1243
"762","2020-09-23",1,"1B/1B/0",663,83,1171,1171
"762","2020-09-23",2,"1B/1B/0",713,83,1148,1148
"762","2020-09-23",3,"1B/1B/0",728,83,1136,1136
"762","2020-09-23",4,"1B/1B/0",731,83,1152,1152
"762","2020-09-23",5,"1B/1B/0",823,83,1232,1232
"762","2020-09-23",6,"1B/1B/0 L",1036,83,1446,1446
"762","2020-09-23",7,"1B/1B/1",988,83,1397,1397
"762","2020-09-23",8,"2B/2B/0",1056,79,1542,1542
"762","2020-09-23",9,"2B/2B/0",1137,78,1520,1520
"762","2020-09-23",10,"2B/2B/0",1277,78,1573,1573
"762","2020-09-23",11,"2B/2B/0",1350,78,1966,1966
"764","2020-09-23",1,"0B/1B/0",510,48,770,738
"764","2020-09-23",2,"1B/1B/0",634,144,820,786
"764","2020-09-23",3,"1B/1B/0",800,40,975,934
"764","2020-09-23",4,"1B/1B/1 T",736,14,910,872
"764","2020-09-23",5,"1B/1B/1 T",891,20,980,939
"764","2020-09-23",6,"2B/1B/0",804,48,995,954
"764","2020-09-23",7,"2B/1B/1 T",1370,20,1299,1245
"764","2020-09-23",8,"2B/2B/0",918,112,1095,1049
"764","2020-09-23",9,"3B/2B/0",1176,16,1425,1366
"765","2020-09-23",1,"1B/1B/0",363,24,635,585
"765","2020-09-23",2,"1B/1B/0",393,24,645,595
"765","2020-09-23",3,"1B/1B/0",603,56,749,699
"765","2020-09-23",4,"1B/1B/0",637,72,765,715
"765","2020-09-23",5,"1B/1B/0",652,56,790,740
"765","2020-09-23",6,"1B/1B/0",703,104,845,795
"765","2020-09-23",7,"1B/1B/0 T",832,12,865,815
"765","2020-09-23",8,"1B/1B/0 T",862,12,965,915
"765","2020-09-23",9,"2B/1B/0",834,24,975,925
"765","2020-09-23",10,"2B/1B/0",903,34,995,945
"765","2020-09-23",11,"2B/1B/0",913,34,1045,995
"765","2020-09-23",12,"2B/1B/1 T",1044,18,1095,1045
"765","2020-09-23",13,"2B/1B/1 T",1068,10,1135,1085
"765","2020-09-23",14,"2B/1B/1 T",1192,8,1185,1135
"765","2020-09-23",15,"2B/2B/0",996,16,1099,1049
"765","2020-09-23",16,"2B/2B/0",1042,68,1185,1135
"765","2020-09-23",17,"3B/2B/0",1153,8,1325,1275
"766","2020-09-23",1,"1B/1B/0",809,36,1000,1000
"766","2020-09-23",2,"1B/1B/0 D",887,58,1045,1045
"766","2020-09-23",3,"2B/2B/0",1069,66,1244,1244
"767","2020-09-23",1,"1B/1B/0",529,63,827,827
"767","2020-09-23",2,"1B/1B/0",550,62,845,845
"767","2020-09-23",3,"1B/1B/0",610,62,863,863
"767","2020-09-23",4,"2B/2B/0",783,49,1145,1145
"767","2020-09-23",5,"2B/2B/0",884,49,1158,1158
"767","2020-09-23",6,"2B/2B/0",978,49,1195,1195
"768","2020-09-23",1,"1B/1B/0",518,56,643,643
"768","2020-09-23",2,"1B/1B/0",578,104,725,725
"768","2020-09-23",3,"1B/1B/0",642,104,720,720
"768","2020-09-23",4,"1B/1B/0",716,56,793,793
"768","2020-09-23",5,"2B/1B/0",851,80,877,877
"768","2020-09-23",6,"2B/2B/0",1000,96,1008,1008
"768","2020-09-23",7,"2B/2B/1 T",1193,40,1144,1144
"769","2020-09-23",1,"1B/1B/0",707,24,883,883
"769","2020-09-23",2,"1B/1B/0",759,72,918,918
"769","2020-09-23",3,"1B/1B/0",788,84,1026,1026
"769","2020-09-23",4,"2B/1B/0",955,36,1144,1144
"769","2020-09-23",5,"2B/2B/0",1016,36,1231,1231
"769","2020-09-23",6,"2B/2B/0",1065,24,1249,1249
"769","2020-09-23",7,"3B/2B/0",1248,12,1467,1467
"77","2020-09-12",1,"1B/1B/0",650,120,820,820
"77","2020-09-12",2,"2B/1B/0",950,160,945,945
"77","2020-09-23",1,"1B/1B/0",650,120,820,820
"77","2020-09-23",2,"2B/1B/0",950,160,945,945
"770","2020-09-23",1,"1B/1B/0",533,48,758,758
"770","2020-09-23",2,"1B/1B/0",551,48,700,700
"770","2020-09-23",3,"1B/1B/0",647,72,695,695
"770","2020-09-23",4,"1B/1B/0",700,64,890,890
"770","2020-09-23",5,"1B/1B/1 T",825,76,803,803
"770","2020-09-23",6,"2B/1B/0",849,20,786,786
"770","2020-09-23",7,"2B/2B/0",1037,32,940,940
"770","2020-09-23",8,"3B/2B/0",1205,56,1215,1215
"771","2020-09-23",1,"0B/1B/0",450,18,1719,1719
"771","2020-09-23",2,"0B/1B/0",500,18,1710,1710
"771","2020-09-23",3,"0B/1B/0",805,10,3005,3005
"771","2020-09-23",4,"1B/1B/0",660,9,2153,2153
"771","2020-09-23",5,"1B/1B/0",750,9,2548,2548
"771","2020-09-23",6,"1B/1B/0 D",775,23,2505,2505
"771","2020-09-23",7,"2B/1B/0",825,23,2464,2464
"771","2020-09-23",8,"2B/1B/1",875,23,2599,2599
"771","2020-09-23",9,"2B/2B/0",1000,2,2676,2676
"772","2020-09-23",1,"0B/1B/0",580,10,835,835
"772","2020-09-23",2,"1B/1B/0",800,48,902,902
"772","2020-09-23",3,"2B/2B/0",1130,44,1134,1134
"772","2020-09-23",4,"2B/2B/0",1160,44,1134,1134
"772","2020-09-23",5,"3B/2B/0",1370,20,1440,1440
"772","2020-09-23",6,"3B/2B/0",1380,20,1440,1440
"773","2020-09-23",1,"1B/1B/0",614,186,660,660
"773","2020-09-23",2,"1B/1B/0",748,48,710,710
"773","2020-09-23",3,"1B/1B/0 D",923,44,1105,1105
"773","2020-09-23",4,"2B/1B/1",914,12,925,886
"773","2020-09-23",5,"2B/2B/0",928,11,1125,1125
"773","2020-09-23",6,"2B/2B/0 D",1075,21,1075,1030
"773","2020-09-23",7,"2B/2B/1 T",1212,120,1099,1099
"773","2020-09-23",8,"3B/3B/0 D",1682,17,1470,1409
"774","2020-09-23",1,"1B/1B/0",532,120,770,706
"774","2020-09-23",2,"1B/1B/0",648,100,791,725
"774","2020-09-23",3,"1B/1B/0",738,48,852,781
"774","2020-09-23",4,"2B/1B/0",819,20,943,864
"774","2020-09-23",5,"2B/1B/1",848,20,984,902
"774","2020-09-23",6,"2B/2B/0",948,40,994,911
"774","2020-09-23",7,"2B/2B/0",968,40,1055,967
"774","2020-09-23",8,"2B/2B/0",1084,44,1095,1004
"775","2020-09-23",1,"0B/1B/0",537,24,1414,1414
"775","2020-09-23",2,"1B/1B/0",622,48,1439,1439
"775","2020-09-23",3,"1B/1B/0",735,28,1439,1439
"775","2020-09-23",4,"1B/1B/0 D",870,20,1452,1452
"775","2020-09-23",5,"2B/2B/0",955,30,1681,1681
"775","2020-09-23",6,"2B/2B/0",1008,40,1613,1613
"776","2020-09-23",1,"1B/1B/0",603,60,1251,1251
"776","2020-09-23",2,"1B/1B/0",855,103,1191,1191
"776","2020-09-23",3,"1B/1B/0 D",980,43,1276,1276
"776","2020-09-23",4,"2B/1B/0",1120,19,1358,1358
"776","2020-09-23",5,"2B/2B/0",1101,77,1482,1482
"776","2020-09-23",6,"3B/2B/0",1289,44,1564,1564
"777","2020-09-23",1,"1B/1B/0",749,70,1025,1025
"777","2020-09-23",2,"1B/1B/0",916,97,1070,1070
"777","2020-09-23",3,"1B/1B/0 D",1216,40,1260,1260
"777","2020-09-23",4,"2B/2B/0",1216,30,1225,1225
"777","2020-09-23",5,"2B/2B/0",1357,70,1265,1265
"777","2020-09-23",6,"3B/2B/0",1550,28,1460,1460
"778","2020-09-23",1,"1B/1B/0",640,36,950,950
"778","2020-09-23",2,"1B/1B/0",642,40,975,975
"778","2020-09-23",3,"1B/1B/0",689,94,960,960
"778","2020-09-23",4,"1B/1B/0",719,38,970,970
"778","2020-09-23",5,"1B/1B/0",818,38,1080,1080
"778","2020-09-23",6,"2B/2B/0",930,56,1180,1180
"778","2020-09-23",7,"2B/2B/0",959,58,1310,1310
"778","2020-09-23",8,"2B/2B/0",1139,38,1225,1225
"778","2020-09-23",9,"3B/2B/0 D",1405,10,1850,1850
"779","2020-09-23",1,"1B/1B/0",886,80,969,927
"779","2020-09-23",2,"2B/2B/0",1094,136,1169,1127
"780","2020-09-23",1,"1B/1B/0",900,36,1250,1250
"780","2020-09-23",2,"2B/2B/0",1050,216,1450,1450
"780","2020-09-23",3,"3B/3B/0",1290,36,1780,1780
"781","2020-09-23",1,"0B/1B/0",335,39,595,595
"781","2020-09-23",2,"0B/1B/0",435,39,675,675
"781","2020-09-23",3,"1B/1B/0",540,105,704,704
"781","2020-09-23",4,"1B/1B/0",580,96,764,764
"781","2020-09-23",5,"2B/1B/0",740,72,810,810
"781","2020-09-23",6,"2B/1B/0",900,36,910,910
"781","2020-09-23",7,"2B/2B/0",900,33,940,940
"782","2020-09-23",1,"1B/1B/0",720,71,1230,1230
"782","2020-09-23",2,"2B/1B/0",900,47,1370,1370
"782","2020-09-23",3,"2B/2B/0",920,130,1490,1490
"782","2020-09-23",4,"3B/2B/0",1067,48,1720,1720
"783","2020-09-23",1,"1B/1B/0 D",1221,102,1298,1190
"783","2020-09-23",2,"2B/2B/0 D",1341,503,1473,1350
"783","2020-09-23",3,"3B/2B/0",1341,7,1398,1398
"784","2020-09-23",1,"1B/1B/0",800,68,1215,1215
"784","2020-09-23",2,"2B/2B/0",1025,78,1455,1455
"784","2020-09-23",3,"2B/2B/0",1050,78,1455,1455
"784","2020-09-23",4,"3B/2B/0",1200,72,1615,1615
"785","2020-09-23",1,"1B/1B/0",543,96,769,769
"785","2020-09-23",2,"1B/1B/0",638,88,785,785
"785","2020-09-23",3,"1B/1B/0",750,72,846,846
"785","2020-09-23",4,"2B/1B/0",922,32,910,910
"785","2020-09-23",5,"2B/1B/0",924,16,943,943
"785","2020-09-23",6,"2B/2B/0",970,64,1030,1030
"785","2020-09-23",7,"2B/2B/0",1063,24,1107,1107
"786","2020-09-23",1,"1B/1B/0",620,79,1243,1243
"786","2020-09-23",2,"2B/2B/0",906,184,1445,1445
"786","2020-09-23",3,"3B/2B/0",1126,52,1635,1635
"787","2020-09-23",1,"1B/1B/0",610,60,935,935
"787","2020-09-23",2,"1B/1B/0",795,70,1128,1128
"787","2020-09-23",3,"2B/2B/0",1071,110,924,924
"787","2020-09-23",4,"3B/2B/0",1228,36,1106,1106
"789","2020-09-23",1,"1B/1B/0",700,116,681,681
"789","2020-09-23",2,"1B/1B/0 D",850,40,787,787
"789","2020-09-23",3,"2B/2B/0",950,56,817,817
"790","2020-09-23",1,"1B/1B/0",500,36,1275,1275
"790","2020-09-23",2,"1B/1B/0",600,12,1475,1475
"790","2020-09-23",3,"1B/1B/0",700,120,1300,1300
"790","2020-09-23",4,"1B/1B/0",800,12,1675,1675
"790","2020-09-23",5,"2B/2B/0",1000,36,1810,1810
"791","2020-09-23",1,"1B/1B/0",600,88,1192,1192
"791","2020-09-23",2,"1B/1B/0",961,84,1228,1228
"791","2020-09-23",3,"2B/2B/0",1213,176,1506,1506
"792","2020-09-23",1,"1B/1B/0",709,144,1342,1342
"792","2020-09-23",2,"1B/1B/0 D",818,48,1382,1382
"792","2020-09-23",3,"2B/1B/0",905,73,1393,1393
"792","2020-09-23",4,"2B/2B/0",1018,162,1484,1484
"792","2020-09-23",5,"2B/2B/0",1127,117,1594,1594
"793","2020-09-23",1,"1B/1B/0",500,19,830,830
"793","2020-09-23",2,"1B/1B/0",720,93,880,880
"793","2020-09-23",3,"1B/1B/0",800,51,940,940
"793","2020-09-23",4,"2B/2B/0",900,55,1025,1025
"793","2020-09-23",5,"2B/2B/0",1010,17,1175,1175
"794","2020-09-23",1,"0B/1B/0",406,24,629,629
"794","2020-09-23",2,"1B/1B/0",555,34,717,717
"794","2020-09-23",3,"1B/1B/0",590,52,671,671
"794","2020-09-23",4,"2B/2B/0",733,72,917,917
"794","2020-09-23",5,"2B/2B/0",967,60,1080,1080
"796","2020-09-23",1,"1B/1B/0",621,72,1868,1868
"796","2020-09-23",2,"1B/1B/0",631,92,1907,1907
"796","2020-09-23",3,"2B/2B/0",875,96,2208,2208
"796","2020-09-23",4,"2B/2B/0",899,68,2275,2275
"796","2020-09-23",5,"2B/2B/0",904,56,2298,2298
"798","2020-09-23",1,"1B/1B/0",727,52,815,815
"798","2020-09-23",2,"2B/2B/0",964,72,1050,1050
"798","2020-09-23",3,"3B/2B/0",1217,32,1145,1145
"798","2020-09-23",4,"4B/2B/0",1515,12,1380,1380
"79997","2020-09-23",1,"1B/1B/0",653,76,1450,1338
"79997","2020-09-23",2,"1B/1B/0",694,93,1507,1391
"79997","2020-09-23",3,"1B/1B/0",833,1,2160,1994
"79997","2020-09-23",4,"2B/2B/0",962,3,2100,2100
"79997","2020-09-23",5,"2B/2B/0",980,4,2138,2138
"79997","2020-09-23",6,"2B/2B/0",1080,2,2888,2888
"79997","2020-09-23",7,"2B/2B/0",1113,2,2763,2763
"79997","2020-09-23",8,"2B/2B/0",1123,8,2664,2664
"79997","2020-09-23",9,"2B/2B/0",1174,34,2783,2783
"8","2020-09-12",1,"1B/1B/0",465,48,764,764
"8","2020-09-12",2,"1B/1B/0",485,16,764,764
"8","2020-09-12",3,"1B/1B/0",605,176,859,859
"8","2020-09-12",4,"1B/1B/0 L",800,16,799,799
"8","2020-09-12",5,"2B/1B/0",785,16,999,999
"8","2020-09-12",6,"2B/1B/0",860,64,871,871
"8","2020-09-12",7,"2B/2B/0",960,16,1049,1049
"8","2020-09-12",8,"2B/2B/0",970,40,1079,1079
"8","2020-09-23",1,"1B/1B/0",465,48,764,764
"8","2020-09-23",2,"1B/1B/0",485,16,764,764
"8","2020-09-23",3,"1B/1B/0",605,176,859,859
"8","2020-09-23",4,"1B/1B/0 L",800,16,799,799
"8","2020-09-23",5,"2B/1B/0",785,16,999,999
