"property_id","date_added","unit_mix_id","type","area","quantity","avg_market_rent","avg_effective_rent"
"1","2020-09-12",1,"1B/1B/0",733,96,939,939
"1","2020-09-12",2,"2B/1B/1",955,48,1139,1139
"1","2020-09-12",3,"2B/2B/0",1056,79,1214,1214
"1","2020-09-23",1,"1B/1B/0",733,96,939,939
"1","2020-09-23",2,"2B/1B/1",955,48,1139,1139
"1","2020-09-23",3,"2B/2B/0",1056,79,1214,1214
"10","2020-09-12",1,"1B/1B/0",620,128,1092,1092
"10","2020-09-12",2,"1B/1B/0",710,32,1221,1221
"10","2020-09-12",3,"1B/1B/0 D",800,32,1204,1204
"10","2020-09-12",4,"2B/2B/0",965,32,1353,1353
"10","2020-09-12",5,"2B/2B/0",1000,16,1583,1583
"10","2020-09-12",6,"2B/2B/0 D",1050,32,1433,1433
"10","2020-09-12",7,"2B/2B/0 D",1120,16,1360,1360
"10","2020-09-23",1,"1B/1B/0",620,128,1092,1092
"10","2020-09-23",2,"1B/1B/0",710,32,1221,1221
"10","2020-09-23",3,"1B/1B/0 D",800,32,1204,1204
"10","2020-09-23",4,"2B/2B/0",965,32,1353,1353
"10","2020-09-23",5,"2B/2B/0",1000,16,1583,1583
"10","2020-09-23",6,"2B/2B/0 D",1050,32,1433,1433
"10","2020-09-23",7,"2B/2B/0 D",1120,16,1360,1360
"1000","2020-09-24",1,"1B/1B/0",550,24,859,823
"1000","2020-09-24",2,"1B/1B/0",670,68,879,842
"1000","2020-09-24",3,"2B/2B/0",930,72,959,919
"1000","2020-09-24",4,"2B/2B/1 T",1135,4,1049,1005
"1000","2020-09-24",5,"3B/2B/0",1200,8,1149,1101
"1001","2020-09-24",1,"1B/1B/0",642,36,1038,1038
"1001","2020-09-24",2,"1B/1B/0",688,22,1047,1047
"1001","2020-09-24",3,"1B/1B/0",704,36,1066,1066
"1001","2020-09-24",4,"1B/1B/0",740,18,1068,1068
"1001","2020-09-24",5,"2B/2B/0",932,18,1166,1166
"1001","2020-09-24",6,"2B/2B/0",964,36,1192,1192
"1001","2020-09-24",7,"2B/2B/0",982,22,1252,1252
"1001","2020-09-24",8,"2B/2B/0",1049,36,1290,1290
"1002","2020-09-24",1,"1B/1B/0",500,64,755,755
"1002","2020-09-24",2,"1B/1B/0",600,144,919,919
"1002","2020-09-24",3,"1B/1B/0 D",700,32,1074,1074
"1002","2020-09-24",4,"2B/1B/0",720,32,1099,1099
"1002","2020-09-24",5,"2B/2B/0",900,32,1313,1313
"10028891","2020-09-23",1,"1B/1B/0",480,33,649,649
"1003","2020-09-24",1,"2B/2B/0",1050,272,2188,2188
"1003","2020-09-24",2,"3B/2B/0",1246,72,2767,2767
"1004","2020-09-24",1,"1B/1B/0",715,24,889,889
"1004","2020-09-24",2,"1B/1B/0",835,132,919,919
"1004","2020-09-24",3,"2B/1B/0",1089,34,1144,1144
"1004","2020-09-24",4,"2B/2B/0",1090,36,1159,1159
"1004","2020-09-24",5,"2B/2B/0",1096,94,1159,1159
"1004","2020-09-24",6,"2B/2B/0 T",1245,10,1439,1439
"1004","2020-09-24",7,"3B/2B/0",1198,54,1349,1349
"1005","2020-09-24",1,"1B/1B/0",790,76,2339,2339
"1005","2020-09-24",2,"2B/2B/0",1019,68,2645,2645
"1005","2020-09-24",3,"2B/2B/0",1019,68,2683,2683
"1005","2020-09-24",4,"2B/2B/0",1029,68,2740,2740
"1005","2020-09-24",5,"2B/2B/0",1029,68,2728,2728
"1005","2020-09-24",6,"2B/2B/0",1090,68,2789,2789
"1005","2020-09-24",7,"2B/2B/0",1212,68,3293,3293
"10050855","2020-09-20",1,"1B/1B/0",545,83,929,929
"10050855","2020-09-20",2,"1B/1B/0",620,35,999,999
"10050855","2020-09-20",3,"2B/2B/0",850,1,1000,1000
"10050855","2020-09-23",1,"1B/1B/0",545,83,929,929
"10050855","2020-09-23",2,"1B/1B/0",620,35,999,999
"10050855","2020-09-23",3,"2B/2B/0",850,1,1000,1000
"1006","2020-09-24",1,"1B/1B/0",689,44,1227,1227
"1006","2020-09-24",2,"1B/1B/0",697,45,1084,1084
"1006","2020-09-24",3,"1B/1B/0",700,45,1004,1004
"1006","2020-09-24",4,"2B/2B/0",938,55,1201,1201
"1006","2020-09-24",5,"2B/2B/0",955,55,1081,1081
"1006","2020-09-24",6,"2B/2B/0",990,55,1143,1143
"1006","2020-09-24",7,"3B/2B/0",1000,22,1165,1165
"1006","2020-09-24",8,"3B/2B/0",1100,23,1333,1333
"1007","2020-09-24",1,"1B/1B/0",610,220,1180,1180
"1007","2020-09-24",2,"2B/2B/0",910,80,1360,1360
"1007","2020-09-24",3,"2B/2B/0",980,60,1400,1400
"1009","2020-09-24",1,"1B/1B/0",860,44,1240,1240
"1009","2020-09-24",2,"1B/1B/0",1005,20,1273,1273
"1009","2020-09-24",3,"2B/2B/0",1270,48,1108,1108
"1009","2020-09-24",4,"2B/2B/0",1355,116,1421,1421
"101","2020-09-12",1,"1B/1B/0",818,64,965,965
"101","2020-09-12",2,"2B/2B/0",1088,128,1260,1260
"101","2020-09-12",3,"2B/2B/1 T",1275,72,1330,1330
"101","2020-09-23",1,"1B/1B/0",818,64,965,965
"101","2020-09-23",2,"2B/2B/0",1088,128,1260,1260
"101","2020-09-23",3,"2B/2B/1 T",1275,72,1330,1330
"1010","2020-09-24",1,"0B/1B/0",398,20,1010,1010
"1010","2020-09-24",2,"1B/1B/0",623,44,1246,1246
"1010","2020-09-24",3,"1B/1B/0",664,64,1272,1272
"1010","2020-09-24",4,"2B/1B/0",859,24,1448,1448
"1010","2020-09-24",5,"2B/1B/0",881,16,1426,1426
"1010","2020-09-24",6,"2B/2B/0",978,40,1586,1586
"1011","2020-09-24",1,"1B/1B/0",640,96,851,780
"1011","2020-09-24",2,"1B/1B/0 L",708,32,915,839
"1011","2020-09-24",3,"1B/1B/0 D",811,48,985,903
"1011","2020-09-24",4,"2B/2B/0",987,64,1030,944
"1012","2020-09-24",1,"1B/1B/0",724,87,1366,1366
"1012","2020-09-24",2,"1B/1B/0",922,19,1500,1500
"1012","2020-09-24",3,"2B/1B/0",903,42,1780,1780
"1012","2020-09-24",4,"2B/2B/0",1000,12,1880,1880
"1012","2020-09-24",5,"2B/2B/0",1055,33,1889,1889
"1012","2020-09-24",6,"2B/2B/0",1110,35,1764,1764
"1012","2020-09-24",7,"3B/2B/0",1195,24,1832,1832
"1013","2020-09-24",1,"1B/1B/0",570,20,660,640
"1013","2020-09-24",2,"1B/1B/0",602,36,680,660
"1013","2020-09-24",3,"1B/1B/0",700,54,700,680
"1013","2020-09-24",4,"1B/1B/0",765,72,715,690
"1013","2020-09-24",5,"1B/1B/0",793,46,730,725
"1013","2020-09-24",6,"1B/1B/0",874,24,750,750
"1013","2020-09-24",7,"1B/1B/0",945,32,800,780
"1013","2020-09-24",8,"1B/1B/0 D",962,24,805,805
"1013","2020-09-24",9,"2B/1B/0",1120,18,825,825
"1013","2020-09-24",10,"2B/2B/0",1015,60,840,840
"1013","2020-09-24",11,"2B/2B/0",1080,48,855,855
"1013","2020-09-24",12,"2B/2B/0",1092,66,875,875
"1013","2020-09-24",13,"3B/2B/0",1289,36,969,969
"1013","2020-09-24",14,"3B/2B/0",1314,32,985,985
"1014","2020-09-24",1,"1B/1B/0",840,38,1349,1349
"1014","2020-09-24",2,"2B/1B/0 T",940,155,1545,1545
"1014","2020-09-24",3,"3B/1B/0 T",1044,21,1691,1691
"1016","2020-09-24",1,"0B/1B/0",430,9,1661,1661
"1016","2020-09-24",2,"0B/1B/0",625,2,1696,1696
"1016","2020-09-24",3,"1B/1B/0",728,54,1861,1861
"1016","2020-09-24",4,"1B/1B/0 T",860,3,2465,2465
"1016","2020-09-24",5,"1B/1B/0 D",950,3,2030,2030
"1016","2020-09-24",6,"2B/1B/0",846,12,2553,2553
"1016","2020-09-24",7,"2B/2B/0",900,7,2800,2800
"1016","2020-09-24",8,"2B/2B/0",1090,1,2643,2643
"1016","2020-09-24",9,"2B/2B/0 D",1218,1,3457,3457
"1017","2020-09-24",1,"1B/1B/0",750,24,1024,1024
"1017","2020-09-24",2,"1B/1B/0",810,28,1075,1075
"1017","2020-09-24",3,"2B/2B/0",933,24,1315,1315
"1017","2020-09-24",4,"2B/2B/0",958,24,1335,1335
"1017","2020-09-24",5,"2B/2B/0",958,24,1335,1335
"1017","2020-09-24",6,"2B/2B/0",1031,28,1355,1355
"1017","2020-09-24",7,"2B/2B/0",1031,28,1389,1389
"1017","2020-09-24",8,"2B/2B/0",1058,28,1375,1375
"1018","2020-09-24",1,"1B/1B/0",625,40,668,668
"1018","2020-09-24",2,"1B/1B/0",725,60,754,754
"1018","2020-09-24",3,"1B/1B/0 D",860,60,805,805
"1018","2020-09-24",4,"2B/2B/0",1030,37,864,864
"1019","2020-09-24",1,"1B/1B/0",750,96,846,846
"1019","2020-09-24",2,"2B/2B/0",1000,114,882,882
"1020","2020-09-24",1,"0B/1B/0",434,6,1425,1425
"1020","2020-09-24",2,"0B/1B/0",551,12,1425,1425
"1020","2020-09-24",3,"1B/1B/0",641,9,1800,1800
"1020","2020-09-24",4,"1B/1B/0",667,3,2055,2055
"1020","2020-09-24",5,"2B/2B/0",982,18,2333,2333
"1020","2020-09-24",6,"2B/2B/0",1008,12,2590,2590
"1021","2020-09-24",1,"1B/1B/0",641,24,1260,1260
"1021","2020-09-24",2,"1B/1B/0",707,26,1350,1350
"1021","2020-09-24",3,"1B/1B/0",812,26,1360,1360
"1021","2020-09-24",4,"2B/1B/0",854,28,1560,1560
"1021","2020-09-24",5,"2B/2B/0",951,96,1590,1590
"1021","2020-09-24",6,"2B/2B/0",1091,56,1595,1595
"1022","2020-09-24",1,"1B/1B/0",512,12,757,757
"1022","2020-09-24",2,"1B/1B/0",645,36,781,781
"1022","2020-09-24",3,"1B/1B/0",745,60,855,855
"1022","2020-09-24",4,"1B/1B/0 D",915,16,910,910
"1022","2020-09-24",5,"2B/1B/0",996,24,940,940
"1022","2020-09-24",6,"2B/2B/0",1064,16,1105,1105
"1022","2020-09-24",7,"2B/2B/0",1200,1,1069,1069
"1023","2020-09-24",1,"1B/1B/0",685,39,1255,1255
"1023","2020-09-24",2,"2B/1B/0",920,42,1430,1380
"1023","2020-09-24",3,"2B/2B/0",930,48,1500,1450
"1023","2020-09-24",4,"2B/2B/0",1116,24,1595,1545
"1023","2020-09-24",5,"3B/2B/0",1350,39,1720,1720
"1024","2020-09-24",1,"1B/1B/0",687,40,935,935
"1024","2020-09-24",2,"2B/1B/0",773,56,970,970
"1024","2020-09-24",3,"2B/2B/0",882,32,1065,1065
"1026","2020-09-24",1,"0B/1B/0",801,16,862,862
"1026","2020-09-24",2,"1B/1B/0",629,48,979,979
"1026","2020-09-24",3,"1B/1B/0",691,120,1023,1023
"1026","2020-09-24",4,"1B/1B/0 L",1027,2,838,838
"1026","2020-09-24",5,"2B/2B/0",904,24,1233,1233
"1026","2020-09-24",6,"2B/2B/0",1004,72,1278,1278
"1027","2020-09-24",1,"1B/1B/0",860,70,1108,1108
"1027","2020-09-24",2,"1B/1B/0",960,13,1069,1069
"1027","2020-09-24",3,"2B/2B/0",1075,153,1119,1119
"1027","2020-09-24",4,"2B/2B/0",1175,28,1033,1033
"1028","2020-09-24",1,"1B/1B/0",625,46,820,820
"1028","2020-09-24",2,"1B/1B/0",725,86,903,903
"1028","2020-09-24",3,"2B/1B/0",825,86,1056,1056
"1028","2020-09-24",4,"2B/2B/0",960,46,1158,1158
"1029","2020-09-24",1,"1B/1B/0",700,8,1424,1424
"1029","2020-09-24",2,"1B/1B/0",800,29,1369,1369
"1029","2020-09-24",3,"2B/1B/0",850,4,1549,1549
"1029","2020-09-24",4,"2B/1B/0",900,34,1549,1549
"1029","2020-09-24",5,"2B/2B/0",1015,21,1649,1649
"1030","2020-09-24",1,"1B/1B/0",763,8,960,960
"1030","2020-09-24",2,"1B/1B/0",848,95,1105,1105
"1030","2020-09-24",3,"2B/2B/0",1084,73,1190,1190
"1030","2020-09-24",4,"2B/2B/0",1099,139,1245,1245
"1030","2020-09-24",5,"3B/2B/0",1330,45,1380,1380
"1031","2020-09-24",1,"1B/1B/0",650,32,975,975
"1031","2020-09-24",2,"1B/1B/0",670,40,980,980
"1031","2020-09-24",3,"1B/1B/0",733,40,995,995
"1031","2020-09-24",4,"2B/1B/0",841,12,1128,1128
"1031","2020-09-24",5,"2B/1B/0",904,12,1190,1190
"1031","2020-09-24",6,"2B/2B/0",950,32,1210,1210
"1031","2020-09-24",7,"2B/2B/0",993,32,1220,1220
"1032","2020-09-24",1,"1B/1B/0",640,64,725,725
"1032","2020-09-24",2,"2B/1B/0",830,52,755,755
"1032","2020-09-24",3,"2B/1B/1",850,15,785,785
"1032","2020-09-24",4,"2B/1B/1",950,12,800,800
"1032","2020-09-24",5,"3B/2B/0",1050,12,1045,1045
"1034","2020-09-24",1,"1B/1B/0",750,104,995,954
"1034","2020-09-24",2,"2B/1B/0",900,48,1150,1102
"1034","2020-09-24",3,"2B/2B/0",1100,104,1250,1198
"1037","2020-09-24",1,"1B/1B/0",583,20,1291,1291
"1037","2020-09-24",2,"1B/1B/0",662,36,1400,1400
"1037","2020-09-24",3,"2B/1B/0",935,42,1565,1565
"1037","2020-09-24",4,"2B/2B/0",1006,34,1580,1580
"1037","2020-09-24",5,"3B/2B/0",1150,25,1925,1925
"1038","2020-09-24",1,"0B/1B/0",450,18,720,720
"1038","2020-09-24",2,"1B/1B/0",650,106,805,805
"1038","2020-09-24",3,"1B/1B/0",715,22,825,825
"1038","2020-09-24",4,"2B/2B/0",850,68,920,920
"1039","2020-09-24",1,"1B/1B/0",698,96,1251,1251
"1039","2020-09-24",2,"1B/1B/0",785,96,1356,1356
"1039","2020-09-24",3,"1B/1B/0 D",914,96,1443,1443
"1039","2020-09-24",4,"2B/2B/0",1004,48,1616,1616
"1039","2020-09-24",5,"2B/2B/0",1073,96,1657,1657
"1039","2020-09-24",6,"2B/2B/0",1213,24,1674,1674
"1039","2020-09-24",7,"3B/2B/0",1371,24,2245,2245
"1040","2020-09-24",1,"1B/1B/0",624,74,1250,1250
"1040","2020-09-24",2,"1B/1B/0",710,74,1320,1320
"1040","2020-09-24",3,"2B/2B/0",836,74,1534,1534
"1040","2020-09-24",4,"2B/2B/0",914,74,1629,1629
"1041","2020-09-24",1,"1B/1B/0",742,42,1281,1281
"1041","2020-09-24",2,"1B/1B/0",759,28,1055,1013
"1041","2020-09-24",3,"1B/1B/0",850,42,1203,1203
"1041","2020-09-24",4,"2B/2B/0",1072,21,1345,1303
"1041","2020-09-24",5,"2B/2B/0",1102,35,1577,1577
"1041","2020-09-24",6,"2B/2B/0",1140,21,1615,1615
"1041","2020-09-24",7,"3B/2B/0",1373,28,1766,1766
"1042","2020-09-24",1,"1B/1B/0",630,136,1292,1292
"1042","2020-09-24",2,"1B/1B/0 L",880,54,1452,1452
"1042","2020-09-24",3,"2B/2B/0 T",978,82,1555,1555
"1043","2020-09-24",1,"2B/1B/1 T",1410,124,1157,1132
"1043","2020-09-24",2,"2B/1B/1 T",1615,60,1177,1152
"1043","2020-09-24",3,"3B/2B/1 T",2054,64,1442,1417
"1044","2020-09-24",1,"1B/1B/0",711,28,1200,1200
"1044","2020-09-24",2,"1B/1B/0",728,16,1328,1328
"1044","2020-09-24",3,"2B/2B/0",911,8,1500,1500
"1044","2020-09-24",4,"2B/2B/0",1102,56,1488,1488
"1044","2020-09-24",5,"2B/2B/0 T",1263,36,1650,1650
"1045","2020-09-24",1,"1B/1B/0",474,36,715,688
"1045","2020-09-24",2,"1B/1B/0",584,36,815,784
"1045","2020-09-24",3,"1B/1B/0",660,48,825,793
"1045","2020-09-24",4,"1B/1B/0",748,30,915,880
"1045","2020-09-24",5,"2B/1B/0",864,24,1000,962
"1045","2020-09-24",6,"2B/2B/0",976,36,1050,1010
"1045","2020-09-24",7,"2B/2B/0",976,21,1060,1019
"1045","2020-09-24",8,"2B/2B/0",1080,27,1145,1101
"1047","2020-09-24",1,"1B/1B/0",522,58,754,729
"1047","2020-09-24",2,"1B/1B/0",650,58,834,809
"1047","2020-09-24",3,"1B/1B/0",737,32,932,907
"1047","2020-09-24",4,"2B/1B/0",852,32,965,940
"1047","2020-09-24",5,"2B/2B/0",963,30,1022,997
"1047","2020-09-24",6,"2B/2B/0",1150,10,1218,1218
"1048","2020-09-24",1,"1B/1B/0",630,72,950,950
"1048","2020-09-24",2,"1B/1B/0 D",740,32,1043,1043
"1048","2020-09-24",3,"1B/1B/0 D",750,88,1043,1043
"1048","2020-09-24",4,"2B/2B/0",866,36,1087,1087
"1048","2020-09-24",5,"2B/2B/0",923,48,1134,1134
"1048","2020-09-24",6,"2B/2B/0 T",965,4,1192,1192
"1048","2020-09-24",7,"2B/2B/0",980,80,1230,1230
"1048","2020-09-24",8,"3B/2B/0",1252,24,1223,1223
"1049","2020-09-24",1,"1B/1B/0",687,20,1540,1540
"1049","2020-09-24",2,"1B/1B/0",705,21,1520,1520
"1049","2020-09-24",3,"1B/1B/0",710,20,1525,1525
"1049","2020-09-24",4,"1B/1B/0",762,21,1630,1630
"1049","2020-09-24",5,"1B/1B/0",798,20,1605,1605
"1049","2020-09-24",6,"1B/1B/0",800,20,1595,1595
"1049","2020-09-24",7,"1B/1B/0",824,20,1640,1640
"1049","2020-09-24",8,"1B/1B/0",831,20,1815,1815
"1049","2020-09-24",9,"1B/1B/0",869,20,1725,1725
"1049","2020-09-24",10,"2B/2B/0",992,36,1785,1785
"1049","2020-09-24",11,"2B/2B/0",1061,35,1935,1935
"1049","2020-09-24",12,"2B/2B/0",1101,36,2055,2055
"1049","2020-09-24",13,"2B/2B/0",1118,36,2105,2105
"1049","2020-09-24",14,"2B/2B/0",1187,36,2205,2205
"1049","2020-09-24",15,"3B/2B/0",1429,36,2640,2640
"105","2020-09-12",1,"1B/1B/0",625,60,680,680
"105","2020-09-12",2,"2B/1B/0 T",864,38,805,805
"105","2020-09-12",3,"2B/1B/1",936,19,875,875
"105","2020-09-12",4,"2B/1B/1",936,19,900,900
"105","2020-09-23",1,"1B/1B/0",625,60,680,680
"105","2020-09-23",2,"2B/1B/0 T",864,38,805,805
"105","2020-09-23",3,"2B/1B/1",936,19,875,875
"105","2020-09-23",4,"2B/1B/1",936,19,900,900
"1050","2020-09-24",1,"1B/1B/0",657,88,1076,1076
"1050","2020-09-24",2,"1B/1B/0",764,104,1166,1166
"1050","2020-09-24",3,"2B/1B/0",980,56,1220,1220
"1050","2020-09-24",4,"2B/2B/0",1014,136,1268,1268
"1051","2020-09-24",1,"1B/1B/0",600,64,1015,1015
"1051","2020-09-24",2,"1B/1B/0 D",726,48,1115,1115
"1051","2020-09-24",3,"2B/2B/0",810,64,1270,1270
"1051","2020-09-24",4,"2B/2B/0",903,32,1360,1360
"1052","2020-09-24",1,"1B/2B/0 D",1175,44,1301,1301
"1052","2020-09-24",2,"2B/2B/0 D",1170,76,1383,1383
"1052","2020-09-24",3,"2B/2B/0",1175,106,1424,1424
"1052","2020-09-24",4,"2B/2B/0",1187,32,1440,1440
"1052","2020-09-24",5,"2B/2B/0 D",1364,50,1466,1466
"1052","2020-09-24",6,"2B/2B/0 D",1420,54,1551,1551
"1052","2020-09-24",7,"3B/2B/0",1502,54,1697,1697
"1053","2020-09-24",1,"1B/1B/0",743,16,1263,1263
"1053","2020-09-24",2,"2B/1B/0",958,34,1384,1384
"1053","2020-09-24",3,"2B/2B/0",984,10,1372,1372
"1053","2020-09-24",4,"3B/2B/0",1100,16,1638,1638
"1055","2020-09-24",1,"1B/1B/0",575,120,720,720
"1055","2020-09-24",2,"1B/1B/0 T",715,120,785,785
"1055","2020-09-24",3,"2B/1B/0",864,136,860,860
"1056","2020-09-24",1,"1B/1B/0",515,52,1345,1345
"1056","2020-09-24",2,"1B/1B/0",665,80,1495,1495
"1056","2020-09-24",3,"2B/1B/0",837,62,1805,1805
"1056","2020-09-24",4,"2B/2B/0",948,152,1885,1885
"1056","2020-09-24",5,"3B/2B/0",1040,40,2390,2390
"1057","2020-09-24",1,"1B/1B/0",703,60,765,765
"1057","2020-09-24",2,"1B/1B/0",781,52,820,820
"1057","2020-09-24",3,"1B/1B/0 L",905,35,875,875
"1057","2020-09-24",4,"2B/1B/0",877,16,930,930
"1057","2020-09-24",5,"2B/2B/0",920,12,965,965
"1057","2020-09-24",6,"2B/2B/1 T",1136,10,1190,1190
"1058","2020-09-24",1,"1B/1B/0",685,52,904,904
"1058","2020-09-24",2,"1B/1B/0",745,52,1031,1031
"1058","2020-09-24",3,"1B/1B/0",754,6,939,939
"1058","2020-09-24",4,"2B/2B/0",1036,72,1008,1008
"1058","2020-09-24",5,"2B/2B/0",1158,36,1208,1208
"1058","2020-09-24",6,"2B/2B/0",1160,12,981,981
"1058","2020-09-24",7,"3B/2B/0",1345,12,1162,1162
"1058","2020-09-24",8,"3B/2B/0",1348,36,1430,1430
"1059","2020-09-24",1,"0B/1B/0",506,29,1415,1415
"1059","2020-09-24",2,"1B/1B/0",669,23,1589,1589
"1059","2020-09-24",3,"1B/1B/0",706,21,1825,1825
"1059","2020-09-24",4,"1B/1B/0 L",811,19,1659,1659
"1059","2020-09-24",5,"2B/1B/1 T",1049,33,2040,2040
"1059","2020-09-24",6,"2B/2B/0",986,30,2155,2155
"1059","2020-09-24",7,"3B/2B/0",1150,9,2636,2636
"1059","2020-09-24",8,"3B/2B/0",1234,12,2677,2677
"106","2020-09-12",1,"2B/1B/0 D",853,85,869,869
"106","2020-09-12",2,"2B/1B/1 T",1160,12,989,989
"106","2020-09-12",3,"2B/2B/0",1120,16,989,989
"106","2020-09-12",4,"3B/1B/1 T",1190,85,1099,1099
"106","2020-09-23",1,"2B/1B/0 D",853,85,869,869
"106","2020-09-23",2,"2B/1B/1 T",1160,12,989,989
"106","2020-09-23",3,"2B/2B/0",1120,16,989,989
"106","2020-09-23",4,"3B/1B/1 T",1190,85,1099,1099
"1060","2020-09-24",1,"1B/1B/0",804,84,842,842
"1060","2020-09-24",2,"2B/2B/0",1016,108,964,964
"1062","2020-09-24",1,"1B/1B/0",857,62,1106,1106
"1062","2020-09-24",2,"1B/1B/0",900,36,1001,1001
"1062","2020-09-24",3,"2B/2B/0",1150,48,1419,1419
"1062","2020-09-24",4,"2B/2B/0",1238,147,1312,1312
"1062","2020-09-24",5,"2B/2B/0",1303,1,1419,1419
"1062","2020-09-24",6,"2B/2B/0",1330,1,1320,1320
"1062","2020-09-24",7,"2B/2B/0 L",1540,44,1482,1482
"1062","2020-09-24",8,"3B/2B/0",1335,30,1447,1447
"1062","2020-09-24",9,"3B/2B/0",1441,101,1410,1410
"1063","2020-09-24",1,"1B/1B/0",816,44,827,827
"1063","2020-09-24",2,"2B/2B/0",1060,112,932,932
"1064","2020-09-24",1,"1B/1B/0",660,60,1262,1262
"1064","2020-09-24",2,"2B/1B/0",878,63,1371,1371
"1064","2020-09-24",3,"2B/2B/0",984,30,1615,1615
"1064","2020-09-24",4,"3B/2B/0",1109,29,1883,1883
"1065","2020-09-24",1,"1B/1B/0",504,48,572,572
"1065","2020-09-24",2,"1B/1B/0",640,56,631,631
"1065","2020-09-24",3,"1B/1B/0",816,80,673,673
"1065","2020-09-24",4,"2B/1B/0",800,40,707,707
"1065","2020-09-24",5,"2B/1B/0",973,36,709,709
"1065","2020-09-24",6,"2B/2B/0",1034,176,731,731
"1065","2020-09-24",7,"3B/2B/0",1240,16,955,955
"1066","2020-09-24",1,"1B/1B/0",640,32,740,740
"1066","2020-09-24",2,"2B/1B/0",830,18,840,840
"1066","2020-09-24",3,"2B/1B/1",950,32,885,885
"1066","2020-09-24",4,"3B/2B/0",1050,8,975,975
"1068","2020-09-24",1,"1B/1B/0",650,132,880,880
"1068","2020-09-24",2,"1B/1B/0",735,52,930,930
"1068","2020-09-24",3,"2B/1B/0",862,24,1000,1000
"1068","2020-09-24",4,"2B/2B/0",1030,30,1115,1115
"1068","2020-09-24",5,"2B/2B/0",1142,18,1235,1235
"1069","2020-09-24",1,"1B/1B/0",695,12,1350,1350
"1069","2020-09-24",2,"1B/1B/0",725,64,1400,1400
"1069","2020-09-24",3,"2B/1B/0",900,58,1651,1651
"1069","2020-09-24",4,"2B/2B/0",1010,32,1702,1702
"1069","2020-09-24",5,"3B/2B/0",1110,16,1966,1966
"1069","2020-09-24",6,"3B/2B/0",1135,16,2013,1845
"107","2020-09-12",1,"1B/1B/0",675,16,923,923
"107","2020-09-12",2,"1B/1B/0",700,8,923,923
"107","2020-09-12",3,"2B/1B/0",870,40,1188,1188
"107","2020-09-12",4,"2B/1B/1 T",1150,24,1411,1411
"107","2020-09-12",5,"2B/2B/0",875,40,1249,1249
"107","2020-09-12",6,"2B/2B/0",950,40,1340,1340
"107","2020-09-23",1,"1B/1B/0",675,16,923,923
"107","2020-09-23",2,"1B/1B/0",700,8,923,923
"107","2020-09-23",3,"2B/1B/0",870,40,1188,1188
"107","2020-09-23",4,"2B/1B/1 T",1150,24,1411,1411
"107","2020-09-23",5,"2B/2B/0",875,40,1249,1249
"107","2020-09-23",6,"2B/2B/0",950,40,1340,1340
"1070","2020-09-24",1,"0B/1B/0",649,39,939,939
"1070","2020-09-24",2,"0B/1B/0",711,19,969,969
"1070","2020-09-24",3,"1B/1B/0",729,62,999,999
"1070","2020-09-24",4,"1B/1B/0",808,30,1039,1039
"1070","2020-09-24",5,"2B/2B/0",961,28,1089,1089
"1070","2020-09-24",6,"2B/2B/0",1009,44,1119,1119
"1070","2020-09-24",7,"2B/2B/0",1078,26,1149,1149
"1070","2020-09-24",8,"3B/2B/0",1196,10,1299,1299
"1070","2020-09-24",9,"3B/2B/0 D",1259,10,1399,1399
"1071","2020-09-24",1,"0B/1B/0",429,30,982,982
"1071","2020-09-24",2,"1B/1B/0",643,144,1085,1085
"1071","2020-09-24",3,"2B/2B/0",870,68,1281,1281
"1071","2020-09-24",4,"2B/2B/0",964,76,1237,1237
"1072","2020-09-24",1,"1B/1B/0",525,48,469,469
"1072","2020-09-24",2,"1B/1B/0",725,176,499,499
"1072","2020-09-24",3,"2B/2B/0",950,64,674,674
"1073","2020-09-24",1,"1B/1B/0",595,32,715,715
"1073","2020-09-24",2,"1B/1B/0",677,84,760,760
"1073","2020-09-24",3,"1B/1B/0",745,72,780,780
"1073","2020-09-24",4,"2B/1B/0",891,24,885,885
"1073","2020-09-24",5,"2B/2B/0",978,68,935,935
"1073","2020-09-24",6,"2B/2B/0",1050,40,980,980
"1074","2020-09-24",1,"1B/1B/0",696,32,1055,1055
"1074","2020-09-24",2,"1B/1B/0",737,81,1190,1190
"1074","2020-09-24",3,"2B/1B/1",885,63,1494,1494
"1074","2020-09-24",4,"2B/2B/0",928,49,1545,1545
"1075","2020-09-24",1,"1B/1B/0",602,84,915,915
"1075","2020-09-24",2,"1B/1B/0",704,72,1050,1050
"1075","2020-09-24",3,"1B/1B/0",782,42,1030,1030
"1075","2020-09-24",4,"1B/1B/0 D",912,36,1040,1040
"1075","2020-09-24",5,"2B/2B/0",1028,72,1280,1280
"1075","2020-09-24",6,"2B/2B/0",1209,24,1320,1320
"1075","2020-09-24",7,"3B/2B/0",1352,12,1490,1490
"1076","2020-09-24",1,"1B/1B/0",759,46,1240,1085
"1076","2020-09-24",2,"1B/1B/0",811,76,1263,1105
"1076","2020-09-24",3,"1B/1B/0",890,55,1297,1135
"1076","2020-09-24",4,"1B/1B/0",1035,22,1388,1215
"1076","2020-09-24",5,"1B/1B/0 L",1065,39,1365,1194
"1076","2020-09-24",6,"2B/2B/0",1122,24,1543,1350
"1076","2020-09-24",7,"2B/2B/0",1190,42,1599,1399
"1076","2020-09-24",8,"2B/2B/0",1220,34,1599,1399
